title,property_number,property_price,additional_cost,debt,built_year,size,rooms,bathrooms,bedrooms,shared_entrance,parking,elevator,laus_strax,price,price_per_sqm,property_type,property_address,latitude,longitude,description,url
Vesturvör 29,F5124381,0 kr.,0 kr.,0 kr.,,1940 m²,2 herb.,,,,,,,Tilboð,,atvinnuhúsnæði,200 Kópavogur,64.11415516,-21.94129662,"Jöfur atvinnuhúsnæði   s. 534-1020   kynnir:  Til leigu vandað og vel búið 1.940 m² iðnaðarhúsnæði við Vesturvör 29 í Kópavogi. Laust strax. Húsnæðið er mest einn opinn salur með 4 innkeyrsluhurðum. Aðgengi er að þremur salernum. Mikil lofthæð og stór 2T brúkrani í lofti sem má semja um að fylgi með leigunni. Malbikað bílaplan er allt í kringum húsið. Næg bílastæði. Gott útisvæði er baka til við húsið þar sem þrjár innkeyrsluhurðir eru til staðar. Ein innkeyrsluhurð snýr fram að Vesturvör. Hafðu samband við Ólaf Jóhannsson, löggiltan fasteignasala og leigumiðlara í síma 824-6703, olafur@jofur.is eða Helga Má Karlsson löggiltan fasteignasala og leigumiðlara í síma 897-7086, hmk@jofur.is til að fá upplýsingar um eignina.   Hafðu beint samband við starfsmenn Jöfurs: Bergsveinn Ólafsson  löggiltur fasteignasali - 863-5868 Helgi Már Karlsson  löggiltur fasteignasali - 897-7086 Ólafur Jóhannsson  löggiltur fasteignasali - 824-6703 Magnús Kristinsson  löggiltur fasteignasali - 861-0511 Kynntu þér fleiri eignir og þjónustu Jöfurs atvinnuhúsnæðis á  www.jofur.is",https://fasteignir.visir.is/property/626253
Vesturvör 32B,F5141843,0 kr.,0 kr.,0 kr.,Byggt 2008,700 m²,1 herb.,,,,,,,Tilboð,,atvinnuhúsnæði,200 Kópavogur,64.11527724,-21.94219566,"Jöfur atvinnuhúsnæði   s. 534-1020   kynnir:  Til leigu 793,2 m² iðnaðar- og lagerhúsnæði við Vesturvör 32b í Kópavogi. Laust strax. Um er að ræða stóran vinnusal með um 7 metra lofthæð. Stórar innkeyrsludyr og inngöngudyr einnig til staðar. Kaffistofuinnrétting er í salnum. Sameiginleg salerni, búnings- og sturtuaðstaða er í húsinu. Rýmið sjálft er 721,6 m² og hlutdeild í sameign er 71,6 m², samtals 793,2 m². 10 bílastæði fylgja. VSK leggst við leigufjárhæðina.  3 fasa rafmagn til staðar og sprinkler kerfi. Hafðu samband við Ólaf Jóhannsson, löggiltan fasteignasala og leigumiðlara í síma 824-6703, olafur@jofur.is eða Axel Ólafsson í síma 661-2507, axel@jofur.is til að fá upplýsingar um eignina.   Hafðu beint samband við starfsmenn Jöfurs: Bergsveinn Ólafsson  löggiltur fasteignasali - 863-5868 Helgi Már Karlsson  löggiltur fasteignasali - 897-7086 Ólafur Jóhannsson  löggiltur fasteignasali - 824-6703 Magnús Kristinsson  löggiltur fasteignasali - 861-0511 Kynntu þér fleiri eignir og þjónustu Jöfurs atvinnuhúsnæðis á  www.jofur.is",https://fasteignir.visir.is/property/626259
Smiðshöfði 11,F4784562,0 kr.,0 kr.,0 kr.,,115 m²,0 herb.,,,,,,,Tilboð,,atvinnuhúsnæði,110 Reykjavík,64.1289091,-21.81588546,"Jöfur atvinnuhúsnæði   s. 534-1020   kynnir:  Til leigu  115 m² lager- og iðnaðarhúsnæði að Smiðshöfða-/ Stórhöfða-megin, 110 Reykjavík. Laust strax! No car wash. Húsnæðið er eitt opið rými með innkeyrsludyrum. 3ja fasa rafmagn er til staðar, lofthæð er um 3.m undir bita og hæð innkeyrsluhurðar er 2.9 m. Húsnæðið er nýmálað og með nýrri LED-lýsingu. VSK. leggst við leigufjárhæðina. Hafðu samband við Helga Má Karlsson löggiltan fasteignasala og leigumiðlara í síma 897-7086, hmk@jofur.is eða Ólaf Jóhannsson, löggiltan fasteignasala og leigumiðlara í síma 824-6703, olafur@jofur.is til að fá upplýsingar um eignina.   Hafðu beint samband við starfsmenn Jöfurs: Bergsveinn Ólafsson  löggiltur fasteignasali - 863-5868 Helgi Már Karlsson  löggiltur fasteignasali - 897-7086 Ólafur Jóhannsson  löggiltur fasteignasali - 824-6703 Magnús Kristinsson  löggiltur fasteignasali - 861-0511 Kynntu þér fleiri eignir og þjónustu Jöfurs atvinnuhúsnæðis á  www.jofur.is",https://fasteignir.visir.is/property/626264
Stórhöfði 23,,0 kr.,0 kr.,0 kr.,,570 m²,7 herb.,,,,,Lyfta,,Tilboð,,atvinnuhúsnæði,110 Reykjavík,64.12829666,-21.80631688,"Jöfur atvinnuhúsnæði   s. 534-1020   kynnir:  Til leigu 570 m² skrifstofuhæð á jarðhæð við Stórhöfða 23 í Reykjavík. Laust samkvæmt samkomulagi. Ekki vsk húsnæði. Næg bílastæði framan og neðan við húsið. Glæsilegt útsýni. Um er að ræða heila hæð með þremur inngöngum úr sameign við inngang. Húsnæðið skiptist í móttöku, opið vinnurými nokkurar skrifstofur, tvö fundarherbergi og stóra kaffistofu. Hægt er að ganga inn í annað fundarherbegi beint við inngang í sameign. Frábæru útsýni til norðurs yfir voginn. Gæti hentað vel fyrir t.d. auglýsingastofu, bókhaldsstofu eða tölvufyrirtæki. Hafðu samband við Ólaf Jóhannsson, löggiltan fasteignasala og leigumiðlara í síma 824-6703, olafur@jofur.is til að fá upplýsingar um eignina. Hafðu beint samband við starfsmenn Jöfurs: Bergsveinn Ólafsson  löggiltur fasteignasali - 863-5868 Helgi Már Karlsson  löggiltur fasteignasali - 897-7086 Ólafur Jóhannsson  löggiltur fasteignasali - 824-6703 Magnús Kristinsson  löggiltur fasteignasali - 861-0511 Kynntu þér fleiri eignir og þjónustu Jöfurs atvinnuhúsnæðis á  www.jofur.is",https://fasteignir.visir.is/property/626284
Garðatorg 2,F2353668,87.350.000 kr.,56.790.000 kr.,0 kr.,Byggt 2016,"99,8 m²",3 herb.,1 baðherb.,2 svefnh.,,Bílastæði,Lyfta,,395.000 kr.,3.958                                            þ.kr./m,fjölbýlishús,210 Garðabær,64.08925187,-21.9209473,"TORG FASTEIGNASALA KYNNIR TIL LEIGU: Glæsilegt íbúð á efstu hæð við Garðatorg 2A. Íbúðin er þriggja herbergja, með stæði í bílageymslu og geymslu í sameign. Aukin lofthæð og fallegt útsýni. Hiti er innifalin í leigu en leigjandi greiðir rafmagn. Íbúðin er laus 1. júlí 2024 og skal þriggja mánaða trygging liggja fyrir við gerð leigusamnings. Nánari upplýsingar veitir Matthildur Sunna Þorláksdóttir lgfs í síma 690 4966 eða matthildur@fstorg.is Forsendur söluyfirlits:  Söluyfirlit er samið af fasteignasala í samræmi við ákvæði laga nr. 70/2015. Þær upplýsingar sem fram koma í söluyfirliti þessu eru sóttar í opinberar skrár, til seljanda sjálfs og eftir atvikum til húsfélags. Seljandi veitir upplýsingar um eign í samræmi við upplýsingaskyldu laga um fasteignakaup nr. 40/2002. Fasteignasali sannreynir að þær upplýsingar séu réttar með sjónskoðun á eigninni. Fasteignasali getur ekki fullyrt um ástand og eiginleika þeirra hluta fasteigna sem ekki eru aðgengilegir og sjást ekki berum augum, t.d. lagnir, dren, skólp og þak.",https://fasteignir.visir.is/property/627249
Suðurlandsbraut 10,F2012704,0 kr.,0 kr.,0 kr.,,80 m²,0 herb.,,,,,,,Tilboð,,atvinnuhúsnæði,108 Reykjavík,,,"Atvinnueign kynnir til leigu : 80 fm verslunarrými á jarðhæð á Suðurlandsbraut 10 á þessum vinsæla stað. Umrætt rými er merkt 01-03 á grunnmynd. Stórir gluggar og mikill sýnileiki frá götu. Kaffiaðstaða og snyrting er til staðar.  VSK bætist við leiguverð. Laust eftir samkomulagi.    Allar nánari upplýsingar veitir:  Ólafur Ingi Guðmundsson , löggiltur fasteignasali og leigumiðlari í síma  847-7700  eða  olafur@atvinnueign.is Á vefsíðu okkar getur þú fundið fleiri eignir sem og kynnt þér þjónustu Atvinnueigna ehf,  www.atvinnueign.is                     - Atvinnueignir eru okkar fag -",https://fasteignir.visir.is/property/627468
Höfðabakki 7,,0 kr.,0 kr.,0 kr.,,300 m²,7 herb.,,,,,Lyfta,,Tilboð,,atvinnuhúsnæði,110 Reykjavík,64.12710056,-21.81115786,"Jöfur atvinnuhúsnæði   s. 534-1020   kynnir:  Til leigu um 300 - 700 m² skrifstofuhúsnæði á 2. hæð, á frábærum stað við Höfðabakka 7 - 110 Reykjavík.  Leigusali mun innrétta húsnæðið að þörfum leigjanda samkvæmt nánara samkomulagi.  Frábær staðsetning miðsvæðis á höfuðborgarsvæðinu. Fjöldi bílastaða er við húsið og góð aðkoma. Möguleiki er á að leigja alla hæðina 700 fm. eða hluta hennar, t.d. 300-400 fm. Stefnt er á að húsnæðið verði tilbúið til afhendingar september 2024. Nánari upplýsingar veita Ólafur Jóhannsson löggiltur fasteignasali, 824 6703, olafur@jofur.is og Magnús Kristinsson löggiltur fasteignasali, 861 0511, magnus@jofur.is Hafðu beint samband við starfsmenn Jöfurs: Bergsveinn Ólafsson  löggiltur fasteignasali - 863-5868 Helgi Már Karlsson  löggiltur fasteignasali - 897-7086 Ólafur Jóhannsson  löggiltur fasteignasali - 824-6703 Magnús Kristinsson  löggiltur fasteignasali - 861-0511 Kynntu þér fleiri eignir og þjónustu Jöfurs atvinnuhúsnæðis á  www.jofur.is",https://fasteignir.visir.is/property/627557
Geirsgata 9,F2000236,0 kr.,0 kr.,0 kr.,,525 m²,0 herb.,,,,,,,Tilboð,,atvinnuhúsnæði,101 Reykjavík,,,"Atvinnueign kynnir   til leigu:  Þjónustu- eða veitingahúsnæði við Geirsgötu. Um er að ræða þjónustu- eða veitingarými á jarðhæð á góðum stað höfnina. Jarðhæð er með fullbúnu eldhúsi, tveimur börum til afgreiðslu, móttökurými og aðstöðu til að taka á móti sitjandi gestum í sal. Tveir inngangar eru í rýmið á jarðhæðinni, auk útisvæðis til setu fyrir utan annan innganginn. Til viðbótar á neðri hæð er lager, prepp-eldhús og starfsmannaaðstaða. Rýmið á jarðhæð er innréttað og útbúið sem veitingastaður í dag.   Allar nánari upplýsingar á og utan opnunartíma veitir: Davíð Jens Guðlaugsson,  löggiltur leigumiðlari í síma  846-7495  eða  david@atvinnueign.is Á vefsíðu okkar getur þú fundið fleiri eignir sem og kynnt þér þjónustu  Atvinnueignar eh f,  www.atvinnueign.is                 - Atvinnueignir eru okkar fag -",https://fasteignir.visir.is/property/628695
Hálsar skrifstofuhúsnæði,F2277470,0 kr.,0 kr.,0 kr.,,1500 m²,0 herb.,,,,,,,Tilboð,,atvinnuhúsnæði,110 Reykjavík,,,"Atvinnueign kynnir til leigu:  Skrifstofuhúsnæði sem byggja á að Hálsum, 110 Reykjavík. Stærðir 1.500 - 10.000 fm. Áætlað er að byggja 4-5 hæða skrifstofuhúsnæði, byggðir fermetrar allt að 10.000 fermetrum. Nánari upplýsingar veitir: Davíð Jens Guðlaugsson  löggiltur leigumiðlari í síma  846-7495  eða  david@atvinnueign.is Á vefsíðu okkar getur þú fundið fleiri eignir sem og kynnt þér þjónustu  Atvinnueignar ehf ,  www.atvinnueign.is                         - Atvinnueignir eru okkar fag -",https://fasteignir.visir.is/property/628713
Hálsar skrifstofuhúsnæði,F2277470,0 kr.,0 kr.,0 kr.,,5000 m²,0 herb.,,,,,,,Tilboð,,atvinnuhúsnæði,110 Reykjavík,,,"Atvinnueign kynnir til leigu:  Skrifstofuhúsnæði sem byggja á að Hálsum, 110 Reykjavík. Stærðir 1.500 - 10.000 fm. Áætlað er að byggja 4-5 hæða skrifstofuhúsnæði, byggðir fermetrar allt að 10.000 fermetrum. Nánari upplýsingar veitir: Davíð Jens Guðlaugsson  löggiltur leigumiðlari í síma  846-7495  eða  david@atvinnueign.is Á vefsíðu okkar getur þú fundið fleiri eignir sem og kynnt þér þjónustu  Atvinnueignar ehf ,  www.atvinnueign.is                         - Atvinnueignir eru okkar fag -",https://fasteignir.visir.is/property/628720
Hálsar skrifstofuhúsnæði,F2277470,0 kr.,0 kr.,0 kr.,,10000 m²,0 herb.,,,,,,,Tilboð,,atvinnuhúsnæði,110 Reykjavík,,,"Atvinnueign kynnir til leigu:  Skrifstofuhúsnæði sem byggja á að Hálsum, 110 Reykjavík. Stærðir 1.500 - 10.000 fm. Áætlað er að byggja 4-5 hæða skrifstofuhúsnæði, byggðir fermetrar allt að 10.000 fermetrum. Nánari upplýsingar veitir: Davíð Jens Guðlaugsson  löggiltur leigumiðlari í síma  846-7495  eða  david@atvinnueign.is Á vefsíðu okkar getur þú fundið fleiri eignir sem og kynnt þér þjónustu  Atvinnueignar ehf ,  www.atvinnueign.is                         - Atvinnueignir eru okkar fag -",https://fasteignir.visir.is/property/628729
Sunnusmári LEIGA 4,F2513658,52.600.000 kr.,38.700.000 kr.,0 kr.,Byggt 2021,"69,8 m²",2 herb.,,1 svefnh.,,,,,315.000 kr.,4.513                                            þ.kr./m,fjölbýlishús,201 Kópavogur,,,"FJÁRFESTING FASTEIGNASALA ER MEÐ TIL LEIGU GLÆSILEGA 2JA HERBERGJA ÍBÚÐ VIÐ SUNNUSMÁRA Í  KÓPAVOGI. Um er að ræða fallega 2ja herbergja íbúð á 3. hæð við Sunnusmára 4 í Kópavogi. Íbúðin er 69,8 fm. og er 2ja herbergja. (1 svefnherbergi). Mögulegt er að leigja íbúðina með húsgögnum, þvottavél og þurrkara. Leiguverð: 315.000 kr. á mánuði með hússjóð og hita. Trygging: 3 mánuðir greiðist fyrirfram auk mánaðarleigu. Meðmæli nauðsynleg. Eingöngu reglusamt og reyklaust fólk. Til afhendingar 1. ágúst 2024 Leigutími: 1 ár með möguleika á framlengingu. Áhugasamir eru beðnir að senda tölvupóst á fjarfesting@fjarfesting.is með upplýsingum um væntanlega leigutaka. Nánari Lýsing: Anddyri með parketi á gólfi. Svefnherbergi með parketi á gólfi og góðum fataskáp. Baðherbergi með flísum á gólfi og veggjum, sturtu með glerþili og aðstöðu fyrir þvottavél og þurrkara. Opið eldhús með fallegri innréttingu, ísskáp, uppþvottavél og góðum eldhústækjum. Stofa með parketi á gólfi og útgengi á svalir. Geymsla á 1. hæð.",https://fasteignir.visir.is/property/629159
Laugavegur 13,F2233650,0 kr.,0 kr.,0 kr.,,35 m²,0 herb.,,,,,,,Tilboð,,atvinnuhúsnæði,101 Reykjavík,,,"Atvinnueign kynnir:  Til leigu 30-60 fm. skrifstofuherbergi, að meðtalinni hlutdeild í sameign, við Laugaveg 13. Góð skrifstofurými á góðum stað í miðbænum. Sveigjanlegur leigutími. Farið er fram á þriggja mánaða leigutryggingu. Leiguverð fyrir skrifstofurými númer 2 er 150 þkr á mánuði. Leiguverð fyrir skrifstofurými númer 7 er 120 þkr á mánuði. Önnur rými eru farin í útleigu. Innifalið í leiguverði er hiti, rafmagn og hússjóður vegna stigagangs/lyftu, en kostnaður vegna sameignar innan hæðar greiðist af leigutaka, kr. 7.500 á mánuði. Laust strax. Allar nánari upplýsingar á og utan opnunartíma veitir:  Davíð Jens Guðlaugsson , löggiltur leigumiðlari í síma  846 7495  eða  davidjens@atvinnueign.is Á vefsíðu okkar getur þú fundið fleiri eignir sem og kynnt þér þjónustu Atvinnueignar ehf.,  www.atvinnueign.is                         - Atvinnueignir eru okkar fag -",https://fasteignir.visir.is/property/630816
Ármúli 42,F2015536,0 kr.,0 kr.,0 kr.,,30 m²,0 herb.,,,,,,,Tilboð,,atvinnuhúsnæði,108 Reykjavík,,,"Atvinnueign kynnir til leigu:  Stakar skrifstofur og skrifstofurými á 3. hæð við Ármúla 42. Um er að ræða skrifstofur með aðgengi að sameign sem er eldhús og salerni. Stærðir skrifstofa eru frá 30-50 fm að meðtalinni hlutdeild í sameign. Lyfta er í húsinu. Nánari upplýsingar veita: Davíð Jens Guðlaugsson  löggiltur leigumiðlari í tölvupósti  david@atvinnueign.is  eða í síma  846-7495 . Sigursteinn Stefánsson , Viðskiptafræðingur og Aðstoðarmaður Fasteignasala í síma  860 5415  eða  sigursteinn@atvinnueign.is Á vefsíðu okkar getur þú fundið fleiri eignir sem og kynnt þér þjónustu  Atvinnueignar ehf ,  www.atvinnueign.is                 - Atvinnueignir eru okkar fag -",https://fasteignir.visir.is/property/630826
Ármúli 42,F2015530,0 kr.,0 kr.,0 kr.,,160 m²,0 herb.,,,,,,,Tilboð,,atvinnuhúsnæði,108 Reykjavík,,,"Atvinnueign kynnir til leigu:  Um 160 fm lager- og geymsluhúsnæði með innkeyrsludyrum við Ármúla 42. Um er að ræða húsnæði með góðri og góðri lofthæð. Við leigufjárhæð bætist virðisaukaskattur. Laust eftir samkomulagi. Allar nánari upplýsingar veitir: Davíð Jens Guðlaugsson , löggiltur leigumiðlari í síma  846-7495  eða  david@atvinnueign.is Á vefsíðu okkar getur þú fundið fleiri eignir sem og kynnt þér þjónustu Atvinnueignar ehf,  www.atvinnueign.is   - Atvinnueignir eru okkar fag -",https://fasteignir.visir.is/property/630827
Ármúli 42,F2015532,0 kr.,0 kr.,0 kr.,,250 m²,0 herb.,,,,,,,Tilboð,,atvinnuhúsnæði,108 Reykjavík,,,"Atvinnueign kynnir til leigu:  250 fm skrifstofuhúsnæði á 2. hæð við Ármúla 42. Um er að ræða húsnæði sem skiptist opin rými, fundarherbergi, eldhús / kaffistofu og salerni. Lyfta er í húsinu. Laust strax. Nánari upplýsingar veitir: Davíð Jens Guðlaugsson  löggiltur leigumiðlari í tölvupósti  david@atvinnueign.is  eða í síma  846-7495 . Á vefsíðu okkar getur þú fundið fleiri eignir sem og kynnt þér þjónustu  Atvinnueignar ehf ,  www.atvinnueign.is                 - Atvinnueignir eru okkar fag -",https://fasteignir.visir.is/property/630830
Gufunesvegur 19,F2519920,0 kr.,0 kr.,0 kr.,,100 m²,0 herb.,,,,,,,Tilboð,,atvinnuhúsnæði,112 Reykjavík,,,"Atvinnueign kynnir til leigu:  Atvinnuhúsnæði við Gufunesveg 19 í Reykjavík. Um er að ræða 100 fm rými á 2. hæð. Eitt opið rými með eldhúskrók. Skilast fullfrágengið með gólfefnum. Húsnæðið er á svæði sem er í mikilli uppbyggingu á sviði skapandi greina. Eingöngu leigjendur á sviði skapandi greina koma til athugunar. Allar nánari upplýsingar veitir:  Davíð Jens Guðlaugsson , löggiltur leigumiðlari í síma  846-7495  eða  david@atvinnueign.is Á vefsíðu okkar getur þú fundið fleiri eignir sem og kynnt þér þjónustu  Atvinnueignar ehf .,  www.atvinnueign.is - Atvinnueignir eru okkar fag -",https://fasteignir.visir.is/property/630834
Hlíðasmári 10,,0 kr.,0 kr.,0 kr.,,240 m²,5 herb.,1 baðherb.,,,,,,Tilboð,,atvinnuhúsnæði,201 Kópavogur,,,"Jöfur atvinnuhúsnæði   s. 534-1020   kynnir:  Til leigu 240 m² skrifstofuhúsnæði á 3. hæð við Hlíðasmára. Laust strax! Húsnæðið skiptist í móttöku, stórt opið vinnurými, 4 lokaðar skrifstofur, fundarherbergi, kaffistofu, geymslu og snyrtingu.  Loft eru upptekin og því mikil lofthæð á flestum stöðum. Frábært útsýni. Gluggar í þrjár áttir og svalir út frá eldhúsi. Dúkur á gólfum, lagnastokkar á veggjum. Næg bílastæði. VSK-leggst við leigufjárhæð.  Nánari upplýsingar veitir Magnús Kristinsson löggiltur fasteignasali, 861 0511, magnus@jofur.is. Hafðu beint samband við starfsmenn Jöfurs: Bergsveinn Ólafsson  löggiltur fasteignasali - 863-5868 Helgi Már Karlsson  löggiltur fasteignasali - 897-7086 Ólafur Jóhannsson  löggiltur fasteignasali - 824-6703 Magnús Kristinsson  löggiltur fasteignasali - 861-0511 Kynntu þér fleiri eignir og þjónustu Jöfurs atvinnuhúsnæðis á  www.jofur.is",https://fasteignir.visir.is/property/406799
Smáratorg 3,F2289966,0 kr.,0 kr.,0 kr.,Byggt 2008,230 m²,0 herb.,,,,,,,Tilboð,,atvinnuhúsnæði,201 Kópavogur,,,"Atvinnueign ehf, kynnir til leigu:  230 fm skrifstofurými á tólftu hæð í turninum. Rýmið skiptist í lokaðar skrifstofur og fundarherbergi auk aðgengis að sameiginlegum snyrtingum. Hentar vel fyrir lögfræðistofu og bókhaldsstofu. Turninn býður upp á marga góða kosti bæði fyrir fyrirtæki og einstaklinga. Á nítjándu hæð er vinsælt mötuneyti sem leigutakar geta nýtt sér ef þeir kjósa. Móttaka félagsins er á annarri hæð með þeim kostum sem því fylgir og þá er húsvörður í húsinu. Urmull bílastæða sem og rafbílastæði bæði í bílastæðakjallara og á stórum bílastæðaplönum úti allt í kringum bygginguna. Þá er hjólageymsla í byggingunni ásamt sameiginlegu sturtu- og búningaaðstöðu. Allar nánari upplýsingar á og utan opnunartíma veitir: Halldór Már Sverrisson, löggiltur fasteignasali í síma 898 5599,  halldor@atvinnueign.is Á vefsíðu okkar getur þú fundið fleiri eignir sem og kynnt þér þjónustu Atvinnueigna ehf,  www.atvinnueign.is                        - Atvinnueignir eru okkar fag -",https://fasteignir.visir.is/property/631027
Snorrabraut 62,F2522455,6.780.000 kr.,0 kr.,0 kr.,Byggt 2023,"61,3 m²",2 herb.,1 baðherb.,1 svefnh.,Sameiginl. inngangur,,Lyfta,,320.000 kr.,5.220                                            þ.kr./m,fjölbýlishús,105 Reykjavík,,,"Lind fasteignasala kynnir: Nýjar fullbúnar og glæsilegar íbúðir í 35 íbúða lyftu húsi við Snorrabraut 62, 101 Reykjavík. Dýrahald leyfilegt í húsinu. Fullbúnar með gólfefnum. Vélrænn loftræsting í öllum íbúðum. Hér má skoða allar íbúðir. Mjög gott skipulag þar sem hver fm nýtist. Granítborðplötur frá S.Helgasyni. Mynddyrasími fylgir í hverri íbúð. Sjónvarps- og símalagnir tengdar í gegnum ljósleiðara sem tengdur er inn í hverja íbúð hússins. 2ja. herb. 61,3 fm. íbúð á 2.hæð merkt 02 03.  Nánari upplýsingar veitir: Erla Dröfn Löggiltur fasteignasali í s. 6920148 eða erla@fastlind.i s.  Innréttingar og fataskápar: Vandaðar HTH innréttingar og skápar. Gólfefni: Fallegt og sterkt Tundra Oak Plank parket frá Agli Árnasyni. Baðherbergi og þvottahús: Gólf flísalagt með 60x30 flísum frá Agli Árnasyni.  Sturta með vatnshalla og gólfrennu, afmarkaður með glerskilrúmi (þar sem við á). Tengi fyrir þvottavél. Eldhús: Eldhúsinnrétting í brúngráum lit. Borðplata úr steini (Meteor Cold) frá S. Helgasyni. Svört eldhústæki frá AEG, keramik helluborð og blástursofn og gufugleypir. Stálvaskur felldur inn í granít plötu. Svefnherbergi: Parketlögð með hvítum skápum. Allar nánari upplýsingar veitir: Erla Dröfn löggiltur fasteignasali, s. 6920149 eða erla@fastlind.is og Hannes Steindórsson hannes@fastlind.is",https://fasteignir.visir.is/property/631080
Koparslétta 20,F2308750,472.250.000 kr.,675.550.000 kr.,0 kr.,Byggt 2008,"2294,1 m²",0 herb.,,,,,,,Tilboð,,atvinnuhúsnæði,162 Reykjavík,64.19856377,-21.69773476,"Atvinnueign kynnir til leigu : 2294 fm iðnaðarhúsnæði að Kistumel 20 á Kjalarnesi.  Um er að ræða stálgrindarhús með 1752 fm vinnusal með um níu metra lofthæð og fimm innkeyrsluhurðum sem eru fimm og sjö metrar á hæð. Tveir hlaupakettir eru til staðar með lyftigetu upp á um 3 tonn. Til hliðar er þjónustubygging sem samanstendur af 285 fm jarðhæð með starfsmannaaðstöðu, snyrtingum og sturtum. Á efri hæð er 257 fm skrifstofuaðstaða með lokuðum skrifstofum og opnum rýmum, fundarherbergi og kaffistofu/eldhúsaðstöðu.  Allar nánari upplýsingar veita : Ólafur Ingi Guðmundsson , löggiltur fasteignasali og leigumiðlari, í síma  847-7700  eða  olafur@atvinnueign.is  Halldór Már Sverrisson , viðskiptafræðingur BSc., lögg. fasteignasali og lögg. leigumiðlari. í síma  898-5599  eða  halldor@atvinnueign.is Á vefsíðu okkar getur þú fundið fleiri eignir sem og kynnt þér þjónustu Atvinnueigna ehf, www.atvinnueign.is             - Atvinnueignir eru okkar fag -",https://fasteignir.visir.is/property/598281
Miðvangur 41,F2077976,0 kr.,0 kr.,0 kr.,Byggt 1971,"197,2 m²",0 herb.,,,,,,,Tilboð,,atvinnuhúsnæði,220 Hafnarfjörður,64.07854349,-21.95733886,"Atvinnueign kynnir til leigu : 197 fm verslunarhúsnæði í Miðvangi 41 í Hafnarfirði. Um er að ræða 97 fm á jarðhæð og 100 fm í kjallara. Verið er að vinna í húsnæðinu og getur leigutaki haft aðkomu að uppsetningu í samráði við eiganda.  VSK bætist ekki við leiguverð. Laust eftir samkomulagi.    Allar nánari upplýsingar veitir :  Ólafur Ingi Guðmundsson , löggiltur fasteignasali og leigumiðlari, í síma  847 7700  -  olafur@atvinnueign.is Á vefsíðu okkar getur þú fundið fleiri eignir sem og kynnt þér þjónustu Atvinnueigna ehf,  www.atvinnueign.is                         - Atvinnueignir eru okkar fag -",https://fasteignir.visir.is/property/631249
Norðlingabraut 4,F2328642,0 kr.,0 kr.,0 kr.,Byggt 2016,50 m²,0 herb.,,,,,,,Tilboð,,atvinnuhúsnæði,110 Reykjavík,64.102,-21.77686666,"Atvinnueign kynnir til leigu : Um 50 fm verslunar- og lagerrými á 1. hæð við Norðlingabraut 4 í Reykjavík.  Um er að ræða um hluta af verslunar- og lagerrými sem væri samnýtt með eiganda. Leigutaki gæti nýtt skrifstofurými, opið vinnurými og hluta af lagerrými. Hentar vel fyrir litla hársnyrtistofu eða snyrtistofu. Inngangur er niður ramp en Norðlingaskóli er á efri hæð.  VSK bætist við leiguverð. Laust eftir samkomulagi.  Allar nánari upplýsingar veitir : Ólafur Ingi Guðmundsson , lögg. fasteignasali og leigumiðlari, í síma  847-7700  -  olafur@atvinnueign.is Á vefsíðu okkar getur þú fundið fleiri eignir sem og kynnt þér þjónustu Atvinnueigna ehf,  www.atvinnueign.is                         - Atvinnueignir eru okkar fag -",https://fasteignir.visir.is/property/631251
Norðurhella 8,F2305371,0 kr.,0 kr.,0 kr.,Byggt 2012,140 m²,0 herb.,,,,,,,250.000 kr.,1.786                                            þ.kr./m,atvinnuhúsnæði,221 Hafnarfjörður,64.04376562,-21.98385941,"Atvinnueign kynnir til leigu:  140 fm skrifstofurými við Norðurhellu 8 á góðum stað í Hafnarfirði. Skrifstofurýmið sjálft er um 20 fm en um 120 fm er hluti af glæsilegri sameign sem leigutaki hefur afnot af.  Leiguverð er 250.000 kr. Innifalið í leigu er allur rekstrarkostnaður þ.e. hiti, rafmagn, internet og sameign. Laust strax.  Allar nánari upplýsingar veitir:  Ólafur Ingi Guðmundsson , löggiltur fasteignasali og leigumiðlari, í síma  847-7700  -  olafur@atvinnueign.is Á vefsíðu okkar getur þú fundið fleiri eignir sem og kynnt þér þjónustu Atvinnueigna ehf,  www.atvinnueign.is                     - Atvinnueignir eru okkar fag -",https://fasteignir.visir.is/property/631252
Ögurhvarf 6,F2288644,70.300.000 kr.,123.650.000 kr.,0 kr.,Byggt 2007,272 m²,0 herb.,,,,,,,Tilboð,,atvinnuhúsnæði,203 Kópavogur,64.09555849,-21.80206504,"Atvinnueign kynnir til leigu : 272 fm skrifstofuhúsnæði á 2. hæð í Ögurhvarfi 6 í Kópavogi.  Um er að ræða glæsilegt skrifstofuhúsnæði, einnig er mögulegt að leigja stærra rými að stærð 428 fm eða alla hæðina sem er 700 fm. Húsnæðið er staðsett á góðum stað með ýmsa þjónustu í kring og nálægt stofnbraut.  VSK bætist ekki við leiguverð. Laust eftir samkomulagi.  Allar nánari upplýsingar veitir : Ólafur Ingi Guðmundsson , löggiltur fasteignasali og leigumiðlari, í síma  847-7700  eða  olafur@atvinnueign.is  Á vefsíðu okkar getur þú fundið fleiri eignir sem og kynnt þér þjónustu Atvinnueigna ehf,  www.atvinnueign.is            - Atvinnueignir eru okkar fag -",https://fasteignir.visir.is/property/585928
